"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"BMTC","Bryn Mawr Bank Corporation","46.15","931106385.95","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bmtc",
"BLMT","BSB Bancorp, Inc.","30.35","294843421.25","n/a","2011","Finance","Major Banks","http://www.nasdaq.com/symbol/blmt",
"BSQR","BSQUARE Corporation","4.5294","57196497.7314","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/bsqr",
"BWLD","Buffalo Wild Wings, Inc.","156.75","2434339256.25","n/a","2003","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bwld",
"BLDR","Builders FirstSource, Inc.","22.79","2573932318.16","n/a","2005","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/bldr",
"BUR","Burcon NutraScience Corp","0.498","18837933.15","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bur",
"CFFI","C&F Financial Corporation","58.6","204384435.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cffi",
"CHRW","C.H. Robinson Worldwide, Inc.","94.28","13171379291.92","n/a","1997","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/chrw",
"CA","CA Inc.","34.09","14268144301.46","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ca",
"CCMP","Cabot Microelectronics Corporation","98.16","2489034874.56","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/ccmp",
"CDNS","Cadence Design Systems, Inc.","45.07","12725965200","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cdns",
"CDZI","Cadiz, Inc.","14.1","321509046","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cdzi",
"CZR","Caesars Entertainment Corporation","13.05","9188912655.9","n/a","2012","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/czr",
"CSTE","Caesarstone Ltd.","24.5","840878538.5","n/a","2012","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cste",
"PRSS","CafePress Inc.","1.81","30520998.3","n/a","2012","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/prss",
"CLBS","Caladrius Biosciences, Inc.","4.08","38641108.8","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/clbs",
"CHY","Calamos Convertible and High Income Fund","12.1","877697833.1","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/chy",
"CHI","Calamos Convertible Opportunities and Income Fund","11.25","787762372.5","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/chi",
"CCD","Calamos Dynamic Convertible & Income Fund","20.39","497203869.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ccd",
"CHW","Calamos Global Dynamic Income Fund","9.44","557026004.48","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/chw",
"CGO","Calamos Global Total Return Fund","15.7","132900515.7","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/cgo",
"CSQ","Calamos Strategic Total Return Fund","12.61","1948421540","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/csq",
"CAMP","CalAmp Corp.","23.41","833972237.15","n/a","1983","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/camp",
"CVGW","Calavo Growers, Inc.","88.5","1551686341.5","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/cvgw",
"CALA","Calithera Biosciences, Inc.","8.55","303325622.55","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cala",
"CALD","Callidus Software, Inc.","30.25","2060475725","n/a","2003","Technology","EDP Services","http://www.nasdaq.com/symbol/cald",
"CALM","Cal-Maine Foods, Inc.","44.2","2147011817.6","n/a","1996","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/calm",
"CLMT","Calumet Specialty Products Partners, L.P.","7.9","606631527.9","n/a","2006","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/clmt",
"CRUSC","Calvert Management Series","100.02","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/crusc",
"CLXT","Calyxt, Inc.","23.39","647742310.7","n/a","2017","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/clxt",
"ABCD","Cambium Learning Group, Inc.","6.66","310821380.82","n/a","n/a","Consumer Services","Publishing","http://www.nasdaq.com/symbol/abcd",
"CATC","Cambridge Bancorp","78.93","322207098.84","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/catc",
"CAC","Camden National Corporation","43.62","676810057.38","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cac",
"CAMT","Camtek Ltd.","6.69","236943021.48","n/a","2000","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/camt",
"CSIQ","Canadian Solar Inc.","16.55","957130738.15","n/a","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/csiq",
"CGIX","Cancer Genetics, Inc.","2","48507662","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/cgix",
"CPHC","Canterbury Park Holding Corporation","15.752","69474069.984","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/cphc",
"CPLA","Capella Education Company","80.85","939783664.05","n/a","2006","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/cpla",
"CCBG","Capital City Bank Group","23.99","407015467.53","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ccbg",
"CPLP","Capital Product Partners L.P.","3.57","451449726.42","n/a","2007","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/cplp",
"CSWC","Capital Southwest Corporation","16.45","263517419.2","n/a","n/a","Consumer Non-Durables","Textiles","http://www.nasdaq.com/symbol/cswc",
"CSWCL","Capital Southwest Corporation","25.75","0","n/a","n/a","Consumer Non-Durables","Textiles","http://www.nasdaq.com/symbol/cswcl",
"CPTA","Capitala Finance Corp.","7.54","120161262.78","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/cpta",
"CPTAG","Capitala Finance Corp.","24.8899","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cptag",
"CPTAL","Capitala Finance Corp.","25.05","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cptal",
"CFFN","Capitol Federal Financial, Inc.","13.74","1899290298.9","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cffn",
"CAPR","Capricor Therapeutics, Inc.","1.78","45763931.72","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/capr",
"CSTR","CapStar Financial Holdings, Inc.","21.44","243539747.2","n/a","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/cstr",
"CPST","Capstone Turbine Corporation","0.806","37674550.914","n/a","2000","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cpst",
"CARA","Cara Therapeutics, Inc.","12.69","413801674.65","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cara",
"CARB","Carbonite, Inc.","26","726628942","n/a","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/carb",
"CRME","Cardiome Pharma Corporation","1.6","55413992","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crme",
"CSII","Cardiovascular Systems, Inc.","24.76","844848661.88","n/a","1981","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/csii",
"CATM","Cardtronics plc","21.67","989917043.17","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/catm",
"CDNA","CareDx, Inc.","6.48","185351340.96","n/a","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/cdna",
"CECO","Career Education Corporation","12.63","872652117.48","n/a","1998","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ceco",
"CTRE","CareTrust REIT, Inc.","15.43","1171488186.8","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ctre",
"CARG","CarGurus, Inc.","30.63","3249560285.1","n/a","2017","Technology","EDP Services","http://www.nasdaq.com/symbol/carg",
"CARO","Carolina Financial Corporation","38.5","810825207.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/caro",
"CART","Carolina Trust BancShares, Inc.","9.6523","44949602.824","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cart",
"CRZO","Carrizo Oil & Gas, Inc.","24.33","1981790928.93","n/a","1997","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crzo",
"TAST","Carrols Restaurant Group, Inc.","13.25","479102920.75","n/a","2006","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/tast",
"CARV","Carver Bancorp, Inc.","3.1","11457869.7","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/carv",
"CASM","CAS Medical Systems, Inc.","1.02","28790210.94","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/casm",
"CASA","Casa Systems, Inc.","20.51","1642799212.25","n/a","2017","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/casa",
"CASC","Cascadian Therapeutics, Inc.","4.07","205780502.4","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/casc",
"CWST","Casella Waste Systems, Inc.","23.75","998537043.75","n/a","1997","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/cwst",
"CASY","Caseys General Stores, Inc.","124.25","4665247552","n/a","1983","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/casy",
"CASI","CASI Pharmaceuticals, Inc.","3.75","243999615","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/casi",
"CASS","Cass Information Systems, Inc","58.67","720642671.28","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cass",
"CATB","Catabasis Pharmaceuticals, Inc.","1.54","35548092.58","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/catb",
"CBIO","Catalyst Biosciences, Inc. ","15.13","87962491.4","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbio",
"CPRX","Catalyst Pharmaceuticals, Inc.","3.92","401700032.16","n/a","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cprx",
"CATS","Catasys, Inc.","4.33","68800110.43","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/cats",
"CATY","Cathay General Bancorp","44.7","3612652524.9","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/caty",
"CATYW","Cathay General Bancorp","22.21","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/catyw",
"CVCO","Cavco Industries, Inc.","163.25","1473754720.5","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/cvco",
"CAVM","Cavium, Inc.","89.99","6223322792.85","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/cavm",
"CBFV","CB Financial Services, Inc.","30.939","126479405.475","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbfv",
"CBAK","CBAK Energy Technology, Inc.","1.6","41957307.2","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cbak",
"CBOE","Cboe Global Markets, Inc.","131.51","14920838434.24","n/a","2010","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cboe",
"CBTX","CBTX, Inc.","30","751374360","n/a","2017","Finance","Major Banks","http://www.nasdaq.com/symbol/cbtx",
"CCUR","CCUR Holdings, Inc.","5.68","56193535.04","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/ccur",
"CDK","CDK Global, Inc.","75.77","10421257366.57","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cdk",
"CDW","CDW Corporation","72.88","11155218758.88","n/a","2013","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/cdw",
"CECE","CECO Environmental Corp.","5.22","181173927.78","n/a","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/cece",
"CELC","Celcuity Inc.","19.64","198011462","n/a","2017","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/celc",
"CELG","Celgene Corporation","106","83455594686","n/a","1987","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/celg",
"CELGZ","Celgene Corporation","1.05","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/celgz",
"CLDX","Celldex Therapeutics, Inc.","2.8","380758921.2","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/cldx",
"APOP","Cellect Biotechnology Ltd.","8.76","52144881.12","5952612","2016","n/a","n/a","http://www.nasdaq.com/symbol/apop",
"APOPW","Cellect Biotechnology Ltd.","2.3","0","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/apopw",
"CLRB","Cellectar Biosciences, Inc.","1.2","18976753.2","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clrb",
"CLRBW","Cellectar Biosciences, Inc.","0.1001","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clrbw",
"CLRBZ","Cellectar Biosciences, Inc.","0.48","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clrbz",
"CLLS","Cellectis S.A.","29.32","259648860.12","8855691","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/clls",
"CBMG","Cellular Biomedicine Group, Inc.","19.65","299045568.6","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cbmg",
"CLSN","Celsion Corporation","2.75","44171437.75","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clsn",
"CELH","Celsius Holdings, Inc.","5.35","244383147.55","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/celh",
"CYAD","Celyad SA","45.44","22566412.8","496620","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cyad",
"CETX","Cemtrex Inc.","2.585","27280854.37","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cetx",
"CETXP","Cemtrex Inc.","5.1","0","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cetxp",
"CETXW","Cemtrex Inc.","0.2701","0","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cetxw",
"CDEV","Centennial Resource Development, Inc.","20.29","5597747473.48","n/a","2016","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cdev",
"CSFL","CenterState Bank Corporation","26.48","2180085107.04","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/csfl",
"CETV","Central European Media Enterprises Ltd.","4.65","674081767.65","n/a","1994","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/cetv",
"CFBK","Central Federal Corporation","2.6595","61534620.0675","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cfbk",
"CENT","Central Garden & Pet Company","36.61","1898052149.63","n/a","1993","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/cent",
"CENTA","Central Garden & Pet Company","35.64","1847762322.12","n/a","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/centa",
"CVCY","Central Valley Community Bancorp","20.12","273254971.32","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cvcy",
"CENX","Century Aluminum Company","21.74","1898487936.48","n/a","1996","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/cenx",
"CNBKA","Century Bancorp, Inc.","80.7","449330256.3","n/a","1987","Finance","Major Banks","http://www.nasdaq.com/symbol/cnbka",
"CNTY","Century Casinos, Inc.","9.5","278918290","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/cnty",
"CVO","Cenveo Inc","1.13","9697619.32","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/cvo",
"CRNT","Ceragon Networks Ltd.","2.15","167578669.05","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/crnt",
"CERC","Cerecor Inc.","2.74","71390308.18","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cerc",
"CERCW","Cerecor Inc.","0.2648","0","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cercw",
"CERN","Cerner Corporation","72.9","24233045918.4","n/a","1986","Technology","EDP Services","http://www.nasdaq.com/symbol/cern",
"CERS","Cerus Corporation","4.32","492853429.44","n/a","1997","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cers",
"KOOL","Cesca Therapeutics Inc.","3.1395","34106517.081","n/a","n/a","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/kool",
"CEVA","CEVA, Inc.","46.4","1019638840","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ceva",
"CSBR","Champions Oncology, Inc.","4.15","45601640.05","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/csbr",
"CYOU","Changyou.com Limited","36.43","700008133.08","19215156","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cyou",
"BURG","Chanticleer Holdings, Inc.","3.2","9682057.6","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/burg",
"CTHR","Charles & Colvard Ltd.","1.3668","29515615.458","n/a","1997","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/cthr",
"GTLS","Chart Industries, Inc.","54.82","1686870276.68","n/a","2006","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/gtls",
"CHTR","Charter Communications, Inc.","354","88455371928","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/chtr",
"CHFN","Charter Financial Corp.","18.31","277072779.2","n/a","2010","Finance","Savings Institutions","http://www.nasdaq.com/symbol/chfn",
"CHKP","Check Point Software Technologies Ltd.","103","17095446012","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/chkp",
